seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.471710681578114077E+00,0.124252031072860731E+02,0.145720930439980023E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.274942197757539031E+00,0.394738120603916054E+00,0.550757617226944421E+05,0.553627184466420731E+05,0.556509146790362283E+05,0.559375870509056622E+05,0.562258796311332990E+05,0.126022158954398901E+04
0.752475049140139629E+00,0.523213039243907918E+01,0.173142151605681027E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.990964130046745773E+00,0.564696362867298851E+00,0.550758426264530572E+05,0.553619578560415612E+05,0.556501881895646802E+05,0.559376284224280680E+05,0.562251554592150205E+05,0.126046585114808681E+04
0.599689410350539132E+00,0.467781361212222180E+02,0.156942916752456663E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.881213391450202610E+00,0.950750465872853612E+00,0.550760264983428933E+05,0.553637308392613704E+05,0.556501170209437769E+05,0.559377480319497990E+05,0.562250376274400769E+05,0.126208721690248240E+04
0.790048132286512439E-01,0.336032500598242194E+02,0.105344868069589226E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.137686224697117859E+00,0.254534156287762992E+00,0.550742937748808981E+05,0.553631416137865235E+05,0.556501142612247932E+05,0.559377059259701346E+05,0.562243919356093611E+05,0.126307509174023312E+04
0.256050403901566470E+00,0.452991270355208719E+01,0.123387679906373338E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.754926991167051420E+00,0.122867258899184470E+00,0.550760989157742297E+05,0.553629028734869207E+05,0.556501320100223020E+05,0.559376219285243569E+05,0.562250311681041712E+05,0.126345820606484472E+04
0.995108034137235919E+00,0.230430840835180561E+03,0.198420214187158894E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.194216407554706427E+00,0.708762226383403138E+00,0.550756751069324382E+05,0.553635982013688263E+05,0.556500644546898548E+05,0.559377150006848678E+05,0.562258300436688296E+05,0.126347635787533113E+04
0.154087612973859561E-01,0.369864412489224105E+04,0.475684431283290632E+00,0.287465797000000009E+03,0.556502083940000011E+05,0.633704277114321646E+00,0.443056901364786260E+00,0.550758226447311026E+05,0.553627039861481535E+05,0.556501535747780435E+05,0.559376008795286325E+05,0.562252647208796407E+05,0.126389747791418063E+04
0.167063257989575019E-01,0.337964545459250730E+05,0.602964079335260972E+00,0.287465797000000009E+03,0.556502083940000011E+05,0.784405840148937106E+00,0.103134937247796377E+00,0.550751524281736201E+05,0.553619360524347503E+05,0.556501089764301578E+05,0.559376841295043268E+05,0.562248242852846888E+05,0.126401842887095950E+04
0.739248564363177763E+00,0.190953355146866784E+03,0.170124422780191198E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.922915575291329504E+00,0.971462586860187494E+00,0.550759252379955142E+05,0.553630331374850357E+05,0.556501570009047864E+05,0.559376600045628948E+05,0.562246977526073824E+05,0.126420333632795518E+04
0.379863310773120022E+00,0.120809022935627823E+03,0.135300768129476467E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.808374347318891240E+00,0.238444901048946195E+00,0.550761546584217067E+05,0.553627173453370415E+05,0.556501048993523727E+05,0.559377126641782670E+05,0.562250384486269759E+05,0.126439499329788737E+04
0.192051933840661111E-01,0.228411273307586225E+04,0.873342240856275764E+00,0.287465797000000009E+03,0.556502083940000011E+05,0.429261559055345299E+00,0.274427546496908703E-01,0.550746387476863165E+05,0.553624669264506374E+05,0.556501651890653084E+05,0.559376440436505363E+05,0.562242525078878680E+05,0.126441291118242202E+04
0.708032487378800535E+00,0.506956199996587742E+01,0.168997833417152421E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.915232504930726831E+00,0.353775141117358916E+00,0.550757915406550601E+05,0.553634609822918210E+05,0.556500973886671491E+05,0.559375983018132756E+05,0.562258251864483973E+05,0.126486548946784933E+04
0.177453854155334600E+00,0.263621993546234208E+02,0.115548990540155172E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.791484747878555606E+00,0.494890779517291601E+00,0.550745557758324285E+05,0.553631432226319666E+05,0.556500937699838687E+05,0.559376891768657806E+05,0.562250565408991606E+05,0.126495980000171107E+04
0.523023420824671681E+00,0.163147584334918037E+02,0.150546947125809716E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.905471089610602187E+00,0.337114738650073020E+00,0.550762125761394273E+05,0.553627200616082628E+05,0.556502195507801007E+05,0.559376309271000355E+05,0.562258696089406003E+05,0.126499539220902511E+04
0.396668758392840270E+00,0.169935829037223385E+03,0.137387710620573933E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.755611255485922340E+00,0.843795497786466897E+00,0.550758817323781259E+05,0.553636023474130852E+05,0.556500687137108107E+05,0.559376814657002324E+05,0.562251194706788228E+05,0.126531700631489707E+04
0.418210894145282397E+00,0.325042835064751330E+02,0.140736450530495016E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.249062550363641666E+00,0.966686109155044937E+00,0.550745529842019896E+05,0.553636458605679582E+05,0.556501098245344619E+05,0.559376761284919994E+05,0.562246387024153155E+05,0.126539841452476162E+04
0.156373714124807030E-01,0.437172734623170709E+04,0.193705911215858145E+00,0.287465797000000009E+03,0.556502083940000011E+05,0.453033972998992451E+00,0.932606625634902153E+00,0.550758156999471612E+05,0.553631630982372808E+05,0.556501536051180010E+05,0.559376908582777178E+05,0.562241613014098257E+05,0.126544145918104027E+04
0.573600944687474357E+00,0.883658758598863642E+03,0.154073385354562942E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.802144594029522207E+00,0.949872330967886924E+00,0.550744827142549984E+05,0.553624413268468052E+05,0.556500928917258134E+05,0.559376754936548386E+05,0.562259185194676029E+05,0.126559128621777450E+04
0.160174562305844051E-01,0.261426284684625971E+05,0.170588910482682460E+00,0.287465797000000009E+03,0.556502083940000011E+05,0.169422590661565814E-01,0.823512285212841033E+00,0.550757482731214186E+05,0.553633435637237926E+05,0.556500723071584725E+05,0.559376844621145137E+05,0.562250002964430751E+05,0.126561298200020178E+04
0.161160210078695430E-01,0.224706781288540697E+05,0.703129069571645560E+00,0.287465797000000009E+03,0.556502083940000011E+05,0.381284065711860132E+00,0.591042860370661338E+00,0.550760265321633706E+05,0.553630355357900189E+05,0.556501010129340357E+05,0.559376985611148702E+05,0.562251594962492745E+05,0.126562374565772507E+04
0.380666758645479608E+00,0.877083182371783820E+01,0.136475086486335240E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.814546577135115579E+00,0.522029077895223348E+00,0.550759656095091850E+05,0.553618716229976926E+05,0.556502405150649938E+05,0.559376146602184672E+05,0.562259309187409235E+05,0.126562465074376655E+04
0.150504642885301888E-01,0.638879497521647045E+04,0.592576617853585175E+00,0.287465797000000009E+03,0.556502083940000011E+05,0.705920868948486380E+00,0.899556190987123139E+00,0.550745721111061866E+05,0.553626726584331263E+05,0.556501325145969022E+05,0.559377030371811634E+05,0.562250951071126619E+05,0.126562601594910802E+04
0.345069399401925214E+00,0.254748776092488676E+02,0.132591880447867072E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.814336969393057997E+00,0.803494729277925840E-01,0.550743385148931629E+05,0.553626136449006153E+05,0.556501398763897814E+05,0.559376409905636974E+05,0.562243402027275661E+05,0.126565577804984218E+04
0.204805855177171897E+00,0.383829701329493966E+01,0.118306093229127551E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.684538654216100495E+00,0.292120645468628537E+00,0.550745098212293960E+05,0.553618455667244561E+05,0.556501274393555723E+05,0.559376647751281198E+05,0.562241948413588179E+05,0.126576778461104732E+04
0.414075982101708095E+00,0.397795836477716946E+02,0.138715558583689602E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.887643820621538127E+00,0.914951223303128058E+00,0.550744819644755989E+05,0.553633601217616451E+05,0.556501248332818723E+05,0.559376613363696742E+05,0.562250704509146817E+05,0.126580761447120813E+04
0.327173542336223366E+00,0.111030467499518721E+03,0.130700055327918263E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.764994337427177928E+00,0.916012793313272233E+00,0.550744941064173181E+05,0.553631710449259263E+05,0.556501071021708995E+05,0.559376113085387187E+05,0.562259211274991030E+05,0.126580843526283570E+04
0.140759871654357500E-01,0.346054893745581967E+04,0.174936751875382879E+00,0.287465797000000009E+03,0.556502083940000011E+05,0.627316733271154670E+00,0.719329146116283069E+00,0.550757196816643627E+05,0.553626212103498547E+05,0.556500944535391100E+05,0.559376033106251052E+05,0.562259343686507564E+05,0.126583402324839267E+04
0.382520991765377183E+00,0.123599743501322870E+02,0.136332921431258858E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.762485983542008805E+00,0.445236790928287607E+00,0.550744596082967473E+05,0.553629871466334371E+05,0.556501356934206415E+05,0.559376567673853569E+05,0.562251164373711654E+05,0.126586012840947933E+04
0.456957110680467959E+00,0.547624058027111182E+01,0.143901934750793004E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.743325007758082079E+00,0.139208780940898641E+00,0.550758504645352223E+05,0.553618994870299211E+05,0.556502121813888152E+05,0.559376291500017178E+05,0.562245257156686203E+05,0.126609729966848249E+04
0.190949682976986335E+00,0.939105149537029860E+02,0.116176055667000577E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.915665459832728401E+00,0.757700699469318062E+00,0.550760199431944493E+05,0.553619975264513923E+05,0.556501254365528439E+05,0.559376603529219719E+05,0.562251116271313513E+05,0.126610102889509631E+04
0.182700086800263867E-01,0.232155492307568384E+05,0.196198030573684068E+00,0.287465797000000009E+03,0.556502083940000011E+05,0.177614762869506199E+00,0.913210090414771636E+00,0.550760573275426868E+05,0.553628604841790147E+05,0.556500953442105310E+05,0.559376574656208686E+05,0.562244467436089762E+05,0.126614749365299849E+04
0.126127887572327568E+00,0.256295491282422923E+02,0.110480482769931898E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.725693834948567207E+00,0.271256708415255898E+00,0.550757958811813514E+05,0.553619516895040870E+05,0.556501383072403260E+05,0.559375955532366061E+05,0.562245465092983577E+05,0.126617608532438248E+04
0.310838921735824447E+00,0.116049264930274436E+02,0.129748969377081824E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.173306729382384228E+00,0.288215754257441337E+00,0.550761683032327710E+05,0.553634581027140666E+05,0.556501546718324826E+05,0.559376969704785733E+05,0.562243382753947444E+05,0.126620674376320426E+04
0.130993800085542778E-01,0.359869743799914750E+04,0.644221855456615367E+00,0.287465797000000009E+03,0.556502083940000011E+05,0.107939143702591861E+00,0.287569485612412412E+00,0.550760269797361907E+05,0.553618453060047177E+05,0.556501140610696457E+05,0.559376824888624105E+05,0.562246948491370495E+05,0.126621976794386342E+04
0.268236605970864794E+00,0.181370513350202600E+02,0.125459621269453780E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.331015475789999056E-01,0.801463648931975969E+00,0.550743761886149587E+05,0.553627078784217301E+05,0.556500864290214740E+05,0.559376662727408984E+05,0.562247835418426839E+05,0.126623627911586777E+04
0.998284413910119461E+00,0.590566157425948788E+02,0.198748172101902432E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.250985827923741633E+00,0.874608050606885845E+00,0.550757977610991220E+05,0.553625420210101875E+05,0.556501109513448173E+05,0.559377179855593786E+05,0.562251707474821669E+05,0.126626189781058042E+04
0.694790400507734440E+00,0.893547030658833918E+01,0.168386217232029645E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.187622761521549164E+00,0.686520713506203806E+00,0.550745083016709395E+05,0.553618923786404630E+05,0.556501871789498909E+05,0.559377342441674555E+05,0.562250250593496821E+05,0.126627520157135609E+04
0.798995161066003434E+00,0.632812936987489252E+02,0.178263603643356694E+01,0.287465797000000009E+03,0.556502083940000011E+05,0.566768440803193108E+00,0.386947488548578244E+00,0.550756573893521054E+05,0.553625513921680977E+05,0.556501010799670039E+05,0.559376404272060827E+05,0.562249812146982222E+05,0.126632002592346544E+04
