seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.110328259496074985E+00,0.100562436864703685E+03,0.618647296838952809E+00,0.200233210000000014E+03,0.559393825490000017E+05,0.202726491625992322E+00,0.918524448352519896E+00,0.553386803951444963E+05,0.559393771895792743E+05,0.563398439894908806E+05,0.140339772134588547E+05
0.107076272591187502E+00,0.945933287333482866E+02,0.608895480355145180E+00,0.200233210000000014E+03,0.559393825490000017E+05,0.695654016280512044E+00,0.134791812987339082E+00,0.553386746612021889E+05,0.559393807224694392E+05,0.563398447730083935E+05,0.140358205565748231E+05
0.110717895038961373E+00,0.964287603325438170E+02,0.637133756542690999E+00,0.200233210000000014E+03,0.559393825490000017E+05,0.183623105893278127E+00,0.874599405268240093E+00,0.553386774676208370E+05,0.559393748803226554E+05,0.563398511342159909E+05,0.140363525356949576E+05
0.108924999362417133E+00,0.106792082222146504E+03,0.594995905086649568E+00,0.200233210000000014E+03,0.559393825490000017E+05,0.335622631540560878E+00,0.624984385427482581E+00,0.553386806425518589E+05,0.559393787266971340E+05,0.563398488313371272E+05,0.140371180223834290E+05
0.110368687683543645E+00,0.733763113447333950E+02,0.716333252199177872E+00,0.200233210000000014E+03,0.559393825490000017E+05,0.285824957481591757E+00,0.103049012231151996E+00,0.553386864197985415E+05,0.559393794204165679E+05,0.563398446146241185E+05,0.140371778164760763E+05
0.111065108213580857E+00,0.736887957982293642E+02,0.714849437078826422E+00,0.200233210000000014E+03,0.559393825490000017E+05,0.158732218621881443E+00,0.367912771037442410E+00,0.553386780255031845E+05,0.559393826861643320E+05,0.563398516366324038E+05,0.140371800178603644E+05
0.112722719870640947E+00,0.861478690517211305E+02,0.677471349861388128E+00,0.200233210000000014E+03,0.559393825490000017E+05,0.144035626991539517E+00,0.893759505652714559E+00,0.553386800654224789E+05,0.559393818562269153E+05,0.563398465749742609E+05,0.140374618638558550E+05
0.107901635624086001E+00,0.107095089128173356E+03,0.590723164477183982E+00,0.200233210000000014E+03,0.559393825490000017E+05,0.390915233112858751E+00,0.179210670802549793E+00,0.553386809557100569E+05,0.559393786469869156E+05,0.563398448620741183E+05,0.140375106226255230E+05
0.107656115807056085E+00,0.869399114513758917E+02,0.651276628228731558E+00,0.200233210000000014E+03,0.559393825490000017E+05,0.696626475648553289E+00,0.473639278336729919E-01,0.553386797853689641E+05,0.559393838970292272E+05,0.563398524529371134E+05,0.140375350813161167E+05
0.110808002930513155E+00,0.693094915953638804E+02,0.723819044381532883E+00,0.200233210000000014E+03,0.559393825490000017E+05,0.349761254526270271E+00,0.111230448329191267E+00,0.553386802360766305E+05,0.559393865870371228E+05,0.563398474121809704E+05,0.140376704009962705E+05
