seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.182828028896123845E-01,0.814296386387971665E+03,0.415010633320169853E+00,0.234240295000000003E+03,0.555122921900000001E+05,0.758813108220932508E+00,0.737033746790918487E+00,0.550438309429337096E+05,0.552780555450960674E+05,0.555122616187287276E+05,0.557463673043223534E+05,0.559807481929673959E+05,0.562150354120467819E+05,0.353222949091995952E+04
0.235275765433819867E-01,0.315815898178375960E+03,0.773156600703395647E+00,0.234240295000000003E+03,0.555122921900000001E+05,0.821675743821286275E+00,0.874791379030835814E+00,0.550438681474810219E+05,0.552780774961529387E+05,0.555122972609190765E+05,0.557464793595043884E+05,0.559807567965170965E+05,0.562150532226421928E+05,0.353863602106857979E+04
0.254577992164309493E-01,0.158102887072852582E+03,0.881757738849378025E+00,0.234240295000000003E+03,0.555122921900000001E+05,0.732671656302612440E+00,0.259325720991621378E+00,0.550438507609326989E+05,0.552780813593117055E+05,0.555122762947026131E+05,0.557465205767698353E+05,0.559807314501758301E+05,0.562150691234913174E+05,0.354021268240581503E+04
0.217786651517837722E-01,0.564747099155990668E+03,0.695015440509529125E+00,0.234240295000000003E+03,0.555122921900000001E+05,0.698660102568310237E+00,0.283600673931767411E+00,0.550438440805839346E+05,0.552780497261281635E+05,0.555122850649773609E+05,0.557464671805953476E+05,0.559807391156518570E+05,0.562150440649667580E+05,0.354121447398307328E+04
0.210486723543884501E-01,0.555649388074822014E+03,0.656099608898746856E+00,0.234240295000000003E+03,0.555122921900000001E+05,0.522594419333272664E+00,0.603533605603465920E-02,0.550438407897439101E+05,0.552780838608325939E+05,0.555123005714294268E+05,0.557465032413272929E+05,0.559807837227926575E+05,0.562150481000869695E+05,0.354125628928999640E+04
0.257526401266425058E-01,0.199499882538666782E+03,0.836765352401928397E+00,0.234240295000000003E+03,0.555122921900000001E+05,0.867998564735883216E+00,0.750939839684566013E+00,0.550438230648589888E+05,0.552780554964066032E+05,0.555122578517751172E+05,0.557464720067401649E+05,0.559807854102440324E+05,0.562150775234553075E+05,0.354128858530647904E+04
0.209758851980928543E-01,0.690523163940196241E+03,0.650723298647196691E+00,0.234240295000000003E+03,0.555122921900000001E+05,0.589416412868077666E+00,0.259908752888179884E+00,0.550438027610521531E+05,0.552780453405252265E+05,0.555122849178819088E+05,0.557464996869817915E+05,0.559807407691984699E+05,0.562150771189363295E+05,0.354133289093545682E+04
0.282201720897189007E-01,0.149302120697065732E+03,0.873503386510466662E+00,0.234240295000000003E+03,0.555122921900000001E+05,0.806598578344078776E+00,0.765402393939295100E+00,0.550438135394700439E+05,0.552780538829343423E+05,0.555123015672265174E+05,0.557464714602875320E+05,0.559807617214343627E+05,0.562150465614235654E+05,0.354164054035222898E+04
0.239035859124016523E-01,0.357322211554100022E+03,0.763721136421912639E+00,0.234240295000000003E+03,0.555122921900000001E+05,0.534622540930885126E+00,0.928993855078276920E+00,0.550438528219820655E+05,0.552780354153050648E+05,0.555122535794066498E+05,0.557465179897930211E+05,0.559807573366215584E+05,0.562150847588504330E+05,0.354165310296408643E+04
0.209682383152175050E-01,0.442432476884772768E+03,0.722356748235586266E+00,0.234240295000000003E+03,0.555122921900000001E+05,0.951226312140319274E+00,0.179919298054183163E+00,0.550438250679465054E+05,0.552780546921853893E+05,0.555123028359993114E+05,0.557465056664586737E+05,0.559807474682455504E+05,0.562150713342552917E+05,0.354175667645371868E+04
0.188000363111757059E-01,0.886449787910873511E+03,0.319991494484854644E+00,0.234240295000000003E+03,0.555122921900000001E+05,0.597888447100239473E+00,0.980797631983072571E+00,0.550438548042974944E+05,0.552780432011067969E+05,0.555123001000784570E+05,0.557464979572324519E+05,0.559807654519579519E+05,0.562150509521823988E+05,0.354219240097258125E+04
0.213552876311480233E-01,0.269064769713341605E+03,0.820994629082954952E+00,0.234240295000000003E+03,0.555122921900000001E+05,0.393824010960961202E+00,0.446183370771314203E+00,0.550438411147266233E+05,0.552780601102608562E+05,0.555122783740327723E+05,0.557465009838630940E+05,0.559807556511123257E+05,0.562150439892649592E+05,0.354220766983736848E+04
0.238313766734077268E-01,0.842911833368712990E+02,0.924243089131802531E+00,0.234240295000000003E+03,0.555122921900000001E+05,0.343503110797954925E+00,0.640971473200377839E+00,0.550438395943807700E+05,0.552780676436203503E+05,0.555122996982608311E+05,0.557464883000184636E+05,0.559807483161357304E+05,0.562150551293465178E+05,0.354252410636887498E+04
0.250512136396705935E-01,0.130064738808187570E+03,0.901168685036488504E+00,0.234240295000000003E+03,0.555122921900000001E+05,0.480659644816294751E+00,0.802579971894099575E+00,0.550438482651610393E+05,0.552780814623489059E+05,0.555122872590537881E+05,0.557465097245522920E+05,0.559807620019571623E+05,0.562150915334480596E+05,0.354254549565034813E+04
