seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.534082558699856894E-01,0.417136130905327263E+04,0.557922011688723352E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.725310575816203174E-01,0.368831478154414583E+00,0.550403607974561455E+05,0.552672529068421063E+05,0.554941392201395138E+05,0.557210125112677852E+05,0.559479145289522348E+05,0.561748092699736662E+05,0.564016985690746806E+05,0.684211880233959528E+04
0.554783753702153479E-01,0.370031621063305329E+04,0.591175532606900478E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.836651206580796836E-01,0.567636992218777947E-01,0.550403463976262356E+05,0.552672464557469866E+05,0.554941632054293732E+05,0.557210169565806864E+05,0.559479221636558796E+05,0.561748161717405965E+05,0.564017027968449620E+05,0.684521338823949736E+04
0.488625389286968526E-01,0.498521912910051833E+04,0.235350349783292612E-01,0.226889700000000005E+03,0.557210279999999984E+05,0.522117202432543337E+00,0.677892916627367503E+00,0.550403562229195231E+05,0.552672591579236541E+05,0.554941576281132075E+05,0.557210172694690191E+05,0.559479096046130580E+05,0.561748183012687950E+05,0.564017041163296890E+05,0.684552654763947430E+04
0.572390281610385410E-01,0.119564368438063275E+04,0.801081357268174976E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.376695344085856976E+00,0.428101999145248269E+00,0.550403635627393232E+05,0.552672354543781767E+05,0.554941268344026103E+05,0.557210209574577821E+05,0.559479238688378246E+05,0.561748242838151345E+05,0.564016914909995976E+05,0.684651984881297176E+04
0.513916471536652597E-01,0.545161324415319268E+04,0.224617210861067455E-02,0.226889700000000005E+03,0.557210279999999984E+05,0.397731066328394389E+00,0.454684971900345070E+00,0.550403499697954394E+05,0.552672404512759967E+05,0.554941481259715001E+05,0.557210175362918817E+05,0.559479113351010019E+05,0.561748064844237379E+05,0.564017002185298406E+05,0.684670856532331891E+04
0.576915774484160135E-01,0.158832776859204114E+04,0.787134799023459064E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.470670196743094793E+00,0.126600169649075750E+00,0.550403714710351414E+05,0.552672557386077606E+05,0.554941666932414446E+05,0.557210320029253053E+05,0.559479167417213757E+05,0.561748065465979525E+05,0.564017168923777499E+05,0.684681999311661457E+04
0.571438649132323603E-01,0.759860413492897351E+03,0.864313292519603427E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.310714658488355833E+00,0.147611564773976855E+00,0.550403501318712879E+05,0.552672505626119600E+05,0.554941430963573803E+05,0.557210188919627690E+05,0.559479262955969389E+05,0.561748126910852516E+05,0.564017214350214272E+05,0.684692564008647787E+04
0.687120289016894120E-01,0.476594929092131281E+03,0.913143289766937372E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.400518552150949392E+00,0.980872076367891643E+00,0.550403629950864997E+05,0.552672333487129436E+05,0.554941367350735163E+05,0.557210128748967763E+05,0.559479135565726174E+05,0.561748127391341186E+05,0.564017101276742906E+05,0.684715676935229749E+04
0.573639676139772389E-01,0.158431126097073320E+04,0.742026502910573926E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.486534780506464426E+00,0.742018099490131755E+00,0.550403754362350446E+05,0.552672535786782100E+05,0.554941170663340890E+05,0.557210229072972288E+05,0.559479260250906445E+05,0.561748209044924879E+05,0.564017026363265104E+05,0.684773056517009536E+04
0.564220169809618727E-01,0.169053503061061087E+04,0.770755094933729068E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.176507667379121297E+00,0.852338382167506028E-02,0.550403559941713829E+05,0.552672527370937169E+05,0.554941614798955270E+05,0.557210268832406218E+05,0.559479247767380875E+05,0.561747987657605991E+05,0.564017105907315054E+05,0.684796227492362050E+04
0.494672826406514776E-01,0.395427146451469571E+04,0.392076081728584047E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.859973744472323109E+00,0.147316909065415669E+00,0.550403523785219586E+05,0.552672554547637046E+05,0.554941337090989182E+05,0.557210320985057115E+05,0.559479286744392302E+05,0.561748142890719537E+05,0.564017020913905653E+05,0.684796254950212278E+04
0.492281483560903094E-01,0.594256296827239748E+04,0.132076217059659523E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.430147408543726961E+00,0.633341611930296255E+00,0.550403779707514041E+05,0.552672530200170368E+05,0.554941434690339083E+05,0.557210228554782734E+05,0.559479252013725563E+05,0.561748204921121578E+05,0.564016935588381966E+05,0.684801359223076179E+04
0.556882649276452535E-01,0.279629419093786237E+04,0.661658598716728386E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.399238796544318320E+00,0.909028268248969096E+00,0.550403725337547003E+05,0.552672602601089966E+05,0.554941437048741718E+05,0.557210260349244782E+05,0.559479128452021832E+05,0.561748110611726879E+05,0.564017134083198980E+05,0.684826966122683734E+04
0.505789365091622936E-01,0.635511176894739856E+04,0.140420112054245899E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.939132533009053638E+00,0.208537216891309274E+00,0.550403686165625768E+05,0.552672358487311722E+05,0.554941344036648152E+05,0.557210255583690014E+05,0.559479197337314254E+05,0.561748094781971085E+05,0.564017132640047785E+05,0.684831890243668386E+04
0.517186672149435728E-01,0.580909514881966061E+04,0.807608003683174258E-01,0.226889700000000005E+03,0.557210279999999984E+05,0.476570984988026525E+00,0.456494535014293989E+00,0.550403543442062655E+05,0.552672457907095595E+05,0.554941221047048894E+05,0.557210285038222064E+05,0.559479142463087337E+05,0.561748199109559573E+05,0.564017138090986336E+05,0.684844796867327750E+04
0.645557257601585416E-01,0.503705165172475517E+03,0.902288927087346093E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.570716325485652987E+00,0.343817263594427824E+00,0.550403654511729110E+05,0.552672460028068308E+05,0.554941282717709400E+05,0.557210148957384445E+05,0.559479183801745748E+05,0.561748076171733337E+05,0.564017143713628102E+05,0.684851317873596963E+04
0.582935387610997585E-01,0.129857112747372412E+04,0.812684114293404258E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.304239930167210293E+00,0.495584848274375211E+00,0.550403521455531518E+05,0.552672661475796413E+05,0.554941455433975207E+05,0.557210335713245368E+05,0.559479295246667025E+05,0.561748036384655934E+05,0.564017081416049550E+05,0.684855705896559812E+04
0.510367746831166813E-01,0.555628206771612076E+04,0.238960606447898571E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.414985263406099980E+00,0.412699325343722279E+00,0.550403651495465092E+05,0.552672590157002560E+05,0.554941368754408322E+05,0.557210136496017876E+05,0.559479133625778850E+05,0.561748129811019389E+05,0.564016936332533514E+05,0.684858439959310272E+04
0.542538143443286533E-01,0.511181946166033231E+04,0.301587707753319445E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.900751978437236422E-01,0.666583645702193417E+00,0.550403531582148498E+05,0.552672509667622580E+05,0.554941313950348413E+05,0.557210167390274437E+05,0.559479229357827353E+05,0.561748095100416322E+05,0.564017009815226193E+05,0.684859808661568604E+04
0.512201132925235308E-01,0.587750709760884001E+04,0.196986727398245992E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.316742535904633971E+00,0.341631217530013798E+00,0.550403473489906901E+05,0.552672304267784057E+05,0.554941508221422191E+05,0.557210290635465644E+05,0.559479284264715898E+05,0.561748149712397208E+05,0.564017003621493277E+05,0.684862924947445390E+04
0.496678373127520181E-01,0.414733799390970307E+04,0.366574510255535502E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.942806142448609164E+00,0.291517204517128370E+00,0.550403526992708139E+05,0.552672313685786648E+05,0.554941512366647221E+05,0.557210335242723158E+05,0.559479282652743495E+05,0.561748056211721196E+05,0.564017081072094443E+05,0.684867080070228440E+04
0.540122641191260744E-01,0.272948187694773151E+04,0.629789330943703374E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.244442520485428388E+00,0.337629623006567736E+00,0.550403677742579821E+05,0.552672439780233763E+05,0.554941258250836108E+05,0.557210197903566368E+05,0.559479127736298105E+05,0.561748060553476316E+05,0.564016997295598994E+05,0.684871864242131051E+04
0.481186477578611910E-01,0.556984165788807968E+04,0.629396518219609569E-01,0.226889700000000005E+03,0.557210279999999984E+05,0.911850821162447533E+00,0.290569797048521650E+00,0.550403534079060482E+05,0.552672444368126380E+05,0.554941600007814122E+05,0.557210225998694950E+05,0.559479269080287413E+05,0.561748233202129122E+05,0.564016975878085286E+05,0.684877299571002550E+04
0.548442241385103876E-01,0.363802990446765807E+04,0.548443722639827658E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.356417954828085859E+00,0.454479151681020210E+00,0.550403623780738344E+05,0.552672490679171678E+05,0.554941619864151362E+05,0.557210209992517703E+05,0.559479178219915048E+05,0.561748013225708055E+05,0.564016987274163912E+05,0.684887958487359174E+04
0.523957274645759571E-01,0.254009731122006224E+04,0.602765225335405552E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.992545987607332481E+00,0.235636594262675275E+00,0.550403545906804575E+05,0.552672520725439463E+05,0.554941193764734489E+05,0.557210133893578677E+05,0.559479285051266634E+05,0.561747989100689301E+05,0.564017109903950259E+05,0.684891476960534237E+04
0.683349054476706796E-01,0.858478330426492903E+03,0.839067271649269530E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.826227797222694793E+00,0.779193503265940723E+00,0.550403612237570633E+05,0.552672605497458717E+05,0.554941438751943788E+05,0.557210194289216161E+05,0.559479161215206041E+05,0.561748064471091930E+05,0.564017013143787844E+05,0.684909865183172224E+04
0.510140965448696027E-01,0.535891949864302478E+04,0.291296486705177493E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.814170330769527384E+00,0.207178953764825008E+00,0.550403576055785306E+05,0.552672459314624721E+05,0.554941530371612680E+05,0.557210462517168562E+05,0.559479197887946793E+05,0.561748204126485798E+05,0.564017024778082123E+05,0.684915798335945328E+04
0.558344181599534362E-01,0.214303091159759424E+04,0.697281273060062823E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.870637588144938968E+00,0.132197635565299759E+00,0.550403662432703204E+05,0.552672447262490386E+05,0.554941478511432724E+05,0.557210322506992306E+05,0.559479239051057011E+05,0.561748273972531242E+05,0.564016937526359106E+05,0.684917091741094373E+04
0.527978938139086057E-01,0.388820080711235551E+04,0.474437512788619564E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.558751130135326513E+00,0.315101305285411137E+00,0.550403571322757125E+05,0.552672506893623722E+05,0.554941149688087389E+05,0.557210243369775490E+05,0.559479366009686200E+05,0.561748155678679759E+05,0.564017078357793434E+05,0.684918184046422357E+04
0.525130862572241799E-01,0.623025641327952326E+04,0.548167887264961323E-01,0.226889700000000005E+03,0.557210279999999984E+05,0.800959855857599434E+00,0.146847969404508893E+00,0.550403674206972646E+05,0.552672621847030823E+05,0.554941192139220875E+05,0.557210211231725116E+05,0.559479226424419539E+05,0.561748177541828845E+05,0.564017083318324876E+05,0.684920641991397133E+04
0.627707956279432017E-01,0.171535489872787707E+04,0.777655926053194446E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.466839041259573595E+00,0.963804831206913404E+00,0.550403639422662673E+05,0.552672369197219596E+05,0.554941521792215644E+05,0.557210352081531601E+05,0.559479201459476608E+05,0.561748191749062171E+05,0.564017061979440114E+05,0.684930155856143028E+04
0.527480222130993978E-01,0.367964960446671648E+04,0.521774683783450821E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.856814923385582294E+00,0.413637178856796794E+00,0.550403636433551219E+05,0.552672440483347600E+05,0.554941567813083966E+05,0.557210317361979978E+05,0.559479248089467073E+05,0.561748215697592022E+05,0.564017164011469213E+05,0.684930497034838663E+04
0.548732719310796035E-01,0.248499384372646728E+04,0.656245619630064447E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.377460032623082475E+00,0.198940866254901955E+00,0.550403763722690273E+05,0.552672439220647648E+05,0.554941168522759253E+05,0.557210239033174730E+05,0.559479238663874930E+05,0.561748249576420858E+05,0.564017048972854245E+05,0.684931824524626063E+04
0.541322328726861826E-01,0.344467512458885585E+04,0.591377584879075324E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.706057370896989389E+00,0.267684629329561670E-01,0.550403592638157206E+05,0.552672410914915381E+05,0.554941158546421793E+05,0.557210298759712750E+05,0.559479151456747932E+05,0.561748170473350401E+05,0.564017029008177269E+05,0.684937510735914475E+04
0.556776838293358209E-01,0.258207285523409837E+04,0.644133539691951418E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.801999207315598373E+00,0.320978858328888061E+00,0.550403679513266470E+05,0.552672322552691039E+05,0.554941354977217270E+05,0.557210330758399869E+05,0.559479198396305655E+05,0.561748194010906664E+05,0.564017024926704325E+05,0.684940656717144338E+04
0.498356911214119097E-01,0.520715509490872046E+04,0.151524322200606548E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.646194475522790412E+00,0.612498965758782155E+00,0.550403583350206973E+05,0.552672440241466902E+05,0.554941626651706320E+05,0.557210250428088257E+05,0.559479181024582722E+05,0.561748120614353320E+05,0.564017128854288239E+05,0.684941102575277728E+04
0.600886545042432357E-01,0.770751660237791384E+03,0.886858259069555066E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.193760514840828874E+00,0.374798381848919851E-01,0.550403608625809939E+05,0.552672585331338632E+05,0.554941421201924604E+05,0.557210272023150319E+05,0.559479297601287253E+05,0.561748170228143208E+05,0.564017016676649364E+05,0.684948950735144717E+04
0.527205587359051708E-01,0.390960323073527388E+04,0.430575227065601862E+00,0.226889700000000005E+03,0.557210279999999984E+05,0.394399852880520430E+00,0.812342114731688381E+00,0.550403500363470957E+05,0.552672541268732602E+05,0.554941242445262396E+05,0.557210105563075558E+05,0.559479277414353710E+05,0.561748115510299176E+05,0.564017035500199563E+05,0.684953852006490524E+04
