seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.448119603182652981E+00,0.308934073665781206E+01,0.140698364948030386E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.225684626415397882E+00,0.522564510720963993E+00,0.551910250947952300E+05,0.555470243161657490E+05,0.559028012263547207E+05,0.562585774427262368E+05,0.591514491241933410E+04
0.571242641258863926E+00,0.556307267289583685E+01,0.152364757617835922E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.538025228908612263E+00,0.996489289315016014E+00,0.551909828585764335E+05,0.555468145041857861E+05,0.559027398994210234E+05,0.562584640464367913E+05,0.591519708705129960E+04
0.480697315573216238E-01,0.549239475765670182E+01,0.956564720322129136E+00,0.355865542000000005E+03,0.559027362839999987E+05,0.233081579191516702E+00,0.621705268225131502E+00,0.551910137985613765E+05,0.555469598742025410E+05,0.559028606561512934E+05,0.562585015219916459E+05,0.591598635634082621E+04
0.661339328671750271E+00,0.447203538848768822E+01,0.160976207649315639E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.705520629541047994E+00,0.583946948391486198E+00,0.551910120805150436E+05,0.555469752031061944E+05,0.559028537359514012E+05,0.562585338132712131E+05,0.591599853343459472E+04
0.285975936234579564E+00,0.185572265493120314E+01,0.125068369199100737E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.775855023134554705E-01,0.768643499888451376E+00,0.551909273414025665E+05,0.555469671030133104E+05,0.559027703834863714E+05,0.562585773532132371E+05,0.591600440534786139E+04
0.491864100907241253E+00,0.429308985163745760E+01,0.143138524119218546E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.819866621908547644E+00,0.730431348278069659E+00,0.551910186123364037E+05,0.555468060905970997E+05,0.559027911729239349E+05,0.562584948943271156E+05,0.591606648211095671E+04
0.394499006922579623E-01,0.407277114450733180E+02,0.707645086280478175E+00,0.355865542000000005E+03,0.559027362839999987E+05,0.837121724117732557E+00,0.904808312374488333E+00,0.551910440540015043E+05,0.555468591923775457E+05,0.559028225521409549E+05,0.562585382763774396E+05,0.591680813488868898E+04
0.470607476864845553E+00,0.617341140705883884E+01,0.139541937486898715E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.952515921261160137E+00,0.729337632613050513E+00,0.551909502914976329E+05,0.555469751873156783E+05,0.559026982197682592E+05,0.562587112859468834E+05,0.591722388355572457E+04
0.628605797820435575E+00,0.359094985185198734E+01,0.158870848107660123E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.252446187471467853E+00,0.553101478264771296E+00,0.551910862307485149E+05,0.555469485259268549E+05,0.559026910942937611E+05,0.562586346823685017E+05,0.591735570145314523E+04
0.749947414635970033E+00,0.460048897187459627E+01,0.169820901871452490E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.804142485052256828E+00,0.529451047750620463E+00,0.551911167524839111E+05,0.555469794509115309E+05,0.559026934979247308E+05,0.562585706211108991E+05,0.591748361693539937E+04
0.209795931763415128E+00,0.224135864502993609E+01,0.115493955399784221E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.693616197718300409E+00,0.557490844018165496E-01,0.551910635509567801E+05,0.555469542389347043E+05,0.559026945127227300E+05,0.562586386046838743E+05,0.591754450121127866E+04
0.669409850265714867E+00,0.410674389128158523E+01,0.162582289193375562E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.430904503449788423E+00,0.501492601490711509E+00,0.551910346776269434E+05,0.555469820966465413E+05,0.559026984682276598E+05,0.562584532604660126E+05,0.591761708625904521E+04
0.338865957166885126E-01,0.173540630244356436E+03,0.237077937352639573E+00,0.355865542000000005E+03,0.559027362839999987E+05,0.706904625501677653E+00,0.752550993244953226E+00,0.551910833616508098E+05,0.555468730917732173E+05,0.559026804537975477E+05,0.562584914258029821E+05,0.591769289948783717E+04
0.338499033364470792E+00,0.429749866714428741E+01,0.128344685612556453E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.846485640173350817E+00,0.882784244206269962E-02,0.551909925810811183E+05,0.555469540122684411E+05,0.559026900505182639E+05,0.562584069138941704E+05,0.591786814073249752E+04
0.161551208272040864E+00,0.396457778688794971E+01,0.108801893560621932E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.841688124676937544E+00,0.214360715396257118E+00,0.551910136056721531E+05,0.555469832801097800E+05,0.559027239095205514E+05,0.562586551920761267E+05,0.591791686862614915E+04
0.692358761781919574E+00,0.318766861149171676E+01,0.165426950910587722E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.232128836130837263E+00,0.292346056815814992E+00,0.551910150713790572E+05,0.555469114084646862E+05,0.559028248093960356E+05,0.562585977889988790E+05,0.591810151820742976E+04
0.452895480329940703E+00,0.475116962216269467E+01,0.137706250373993488E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.878969345944016323E+00,0.847186630411322028E+00,0.551909671152255178E+05,0.555468623368236658E+05,0.559026523977233883E+05,0.562585532096058596E+05,0.591823693330777951E+04
0.753217902236908293E-01,0.711261362683742693E+01,0.985436785065627374E+00,0.355865542000000005E+03,0.559027362839999987E+05,0.886259573253595501E+00,0.305534894889134823E+00,0.551909952119898808E+05,0.555468535241049176E+05,0.559027191773539671E+05,0.562584742397122245E+05,0.591828623735400652E+04
0.104792423810955340E+00,0.482232156612366758E+01,0.104084732553424941E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.515629650955406249E+00,0.201190137705438865E+00,0.551909526566719942E+05,0.555469692029126745E+05,0.559026639928501390E+05,0.562585462663681828E+05,0.591836227835216596E+04
0.744197097570265198E+00,0.419005714052741229E+01,0.168968907702679139E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.874201235251489184E+00,0.594204241390237864E+00,0.551910583640185869E+05,0.555468449244174844E+05,0.559027649979013440E+05,0.562585755815647135E+05,0.591843101845122146E+04
0.535302430435448451E+00,0.491125087647169689E+01,0.147999945408103484E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.921224696225059203E+00,0.152288526788435352E+00,0.551910544610540019E+05,0.555468129329056392E+05,0.559026477628358698E+05,0.562585989803258344E+05,0.591861993657156836E+04
0.226877356425261467E+00,0.331653149170201900E+01,0.117884485596242317E+01,0.355865542000000005E+03,0.559027362839999987E+05,0.266357671403003204E+00,0.194066226349046245E+00,0.551909585914760464E+05,0.555469544992528972E+05,0.559027951133958704E+05,0.562584702341929515E+05,0.591865181384952120E+04
