seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.918081849570710595E+00,0.429226166314359361E+02,0.188699064243335357E+01,0.122735479999999995E+03,0.558632459600000002E+05,0.406669181387999290E+00,0.424502522341089428E+00,0.552499081909405359E+05,0.554950101107906230E+05,0.556177097027672935E+05,0.557405077332130022E+05,0.559860283180998958E+05,0.561087769074502794E+05,0.562314704992164043E+05,0.563542126236435433E+05,0.389765085098918871E+04
0.663611145257118396E+00,0.395783245722366317E+02,0.162016591124755727E+01,0.122735479999999995E+03,0.558632459600000002E+05,0.859770830016904353E+00,0.208206880886258161E+00,0.552499369908143417E+05,0.554950774675555949E+05,0.556177340963354218E+05,0.557405386134928995E+05,0.559860386371038621E+05,0.561087959837176459E+05,0.562315391883521806E+05,0.563541791706734220E+05,0.389813252601025169E+04
0.557384252385239032E+00,0.441409674580173501E+02,0.150967409661859664E+01,0.122735479999999995E+03,0.558632459600000002E+05,0.830194210292811041E+00,0.517343421611828114E+00,0.552499530648939544E+05,0.554950295243584696E+05,0.556177214987725019E+05,0.557405311277671572E+05,0.559860124017382477E+05,0.561087929815062234E+05,0.562314884634269329E+05,0.563542250158188617E+05,0.389925969572802978E+04
0.326878635064379516E-01,0.151760151315926396E+04,0.658962250202535960E+00,0.122735479999999995E+03,0.558632459600000002E+05,0.296915316088964439E-01,0.197999392355999698E+00,0.552499461472927724E+05,0.554950903240643456E+05,0.556177446256417461E+05,0.557405481592523356E+05,0.559860267802759190E+05,0.561088021411099762E+05,0.562315042824129923E+05,0.563541734622113363E+05,0.389982255466948436E+04
0.296699386677624216E-01,0.282547847244237482E+04,0.202623943677415902E+00,0.122735479999999995E+03,0.558632459600000002E+05,0.324455311565101379E+00,0.576016867838627489E+00,0.552499359394038183E+05,0.554950604141673975E+05,0.556177523805603996E+05,0.557405400186839324E+05,0.559860608796006927E+05,0.561087966292010678E+05,0.562315057130072964E+05,0.563541678498749243E+05,0.390005990608325783E+04
0.773815151194770734E+00,0.651154443138714356E+02,0.173238949082500349E+01,0.122735479999999995E+03,0.558632459600000002E+05,0.770725435508032408E+00,0.513790683168548923E+00,0.552499280265307680E+05,0.554950458162118011E+05,0.556177442975899612E+05,0.557405019386023559E+05,0.559860797646375504E+05,0.561087858118630538E+05,0.562314639852968394E+05,0.563541507637238392E+05,0.390049076755199121E+04
0.483250595604913583E-01,0.998667565599223650E+02,0.952962792605836162E+00,0.122735479999999995E+03,0.558632459600000002E+05,0.890415094819872466E+00,0.329356865307719755E-02,0.552499647577421638E+05,0.554950948976089858E+05,0.556177252282160625E+05,0.557405335896809120E+05,0.559859859966235890E+05,0.561087580079268155E+05,0.562314544172066162E+05,0.563541632075829039E+05,0.390106384338024918E+04
0.913931525444665382E+00,0.587664043200735051E+02,0.187827994889283523E+01,0.122735479999999995E+03,0.558632459600000002E+05,0.584491155619207059E+00,0.886122521886092307E+00,0.552499084252836983E+05,0.554950881664927292E+05,0.556177285807671433E+05,0.557405160022984201E+05,0.559859949417870303E+05,0.561087791341795528E+05,0.562314593494217697E+05,0.563541720118944286E+05,0.390179767251262228E+04
0.299975697250949858E-01,0.239218205780002836E+04,0.425050378520243632E+00,0.122735479999999995E+03,0.558632459600000002E+05,0.774741581635519094E+00,0.926115470888344228E+00,0.552499498652281691E+05,0.554950872064039795E+05,0.556177232008268838E+05,0.557405029515130664E+05,0.559860233486978832E+05,0.561087831667956852E+05,0.562314299601459206E+05,0.563541622549945314E+05,0.390188074842254309E+04
0.190880981290710988E+00,0.522763632969762781E+02,0.112443824045831864E+01,0.122735479999999995E+03,0.558632459600000002E+05,0.978044398260618730E+00,0.405859000100915579E+00,0.552499255990274105E+05,0.554950461342609051E+05,0.556177394736921487E+05,0.557405313062347632E+05,0.559860820709901745E+05,0.561087683624732308E+05,0.562314898303324735E+05,0.563541667451431931E+05,0.390214684598986105E+04
0.586396439627514601E-01,0.972724161835256211E+02,0.955823113920803991E+00,0.122735479999999995E+03,0.558632459600000002E+05,0.975713026391043625E+00,0.418915565923519806E+00,0.552499427529678360E+05,0.554950844630061765E+05,0.556177343414728093E+05,0.557405267175528716E+05,0.559860033066768010E+05,0.561087764494797229E+05,0.562314433742542824E+05,0.563541801660296114E+05,0.390236864653032671E+04
