seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.114219078529395317E-01,0.334663377228888203E+05,0.438082764386131418E+00,0.161650224000000009E+03,0.556072775919999985E+05,0.644108780290640670E+00,0.430862301626349975E+00,0.551215219023535828E+05,0.552848831663491219E+05,0.554456401529035647E+05,0.556064403250464457E+05,0.559300756078897030E+05,0.560922654131684030E+05,0.562543853663734553E+05,0.146312346519656221E+05
0.901087865106320773E+00,0.251970271286663454E+02,0.188542633194839793E+01,0.161650224000000009E+03,0.556072775919999985E+05,0.890399595578245107E+00,0.913398305556374468E+00,0.551217134066529034E+05,0.552841700812200288E+05,0.554456330984632950E+05,0.556063346177787389E+05,0.559300404049147182E+05,0.560922381919775216E+05,0.562538847522620199E+05,0.146312674163666034E+05
0.123170452584687590E+00,0.100876255249866880E+02,0.109638674572785377E+01,0.161650224000000009E+03,0.556072775919999985E+05,0.975770579180928799E+00,0.542400331792093349E+00,0.551216064609263049E+05,0.552849735497321963E+05,0.554456463898944276E+05,0.556063032530283308E+05,0.559298740698927213E+05,0.560922420794566715E+05,0.562539676953902745E+05,0.146315692025420958E+05
0.102192318135460522E-01,0.329072241478369824E+04,0.715830239422494130E-01,0.161650224000000009E+03,0.556072775919999985E+05,0.746427164702692103E+00,0.409144114427141492E+00,0.551216687774470774E+05,0.552843177912460014E+05,0.554456071842706660E+05,0.556064322385001287E+05,0.559303727465196353E+05,0.560922258264199627E+05,0.562538254777228431E+05,0.146320004908796345E+05
0.982018841701695448E-02,0.160081995199264179E+04,0.139511895516951173E+00,0.161650224000000009E+03,0.556072775919999985E+05,0.293438795726967683E+00,0.115980062535881417E+00,0.551216295209187592E+05,0.552849231403884405E+05,0.554457708601871491E+05,0.556065173965434296E+05,0.559304036833456703E+05,0.560923682171221226E+05,0.562537863964589196E+05,0.146329718242527324E+05
0.106066707649432046E-01,0.102215646870237862E+03,0.946896358438635621E+00,0.161650224000000009E+03,0.556072775919999985E+05,0.228270220135246532E+00,0.531846929358351317E+00,0.551221638319146587E+05,0.552848229969243548E+05,0.554456940355940387E+05,0.556063704194724487E+05,0.559300570401204313E+05,0.560922277473463037E+05,0.562537356846516486E+05,0.146342801837641327E+05
0.137589456171518226E-01,0.350621482371373190E+03,0.883336609496802483E+00,0.161650224000000009E+03,0.556072775919999985E+05,0.935550327136668969E+00,0.333080968915819509E+00,0.551222794397285616E+05,0.552847083791708574E+05,0.554456914325615944E+05,0.556063481067341272E+05,0.559304782614937649E+05,0.560922330345993832E+05,0.562537880559533296E+05,0.146343676565230435E+05
0.959668167965542107E+00,0.958550700742279282E+01,0.195101740467190332E+01,0.161650224000000009E+03,0.556072775919999985E+05,0.448985551004286609E+00,0.737312006617025541E-02,0.551221589854098929E+05,0.552848773677849022E+05,0.554456057040452433E+05,0.556064128677154149E+05,0.559314583212649231E+05,0.560921642003338275E+05,0.562536986339337018E+05,0.146343757781789918E+05
0.150709769219660433E-01,0.205921756681288070E+04,0.873774087772013486E+00,0.161650224000000009E+03,0.556072775919999985E+05,0.283831451406359625E+00,0.707841247734902312E+00,0.551215752204835735E+05,0.552849376943788375E+05,0.554456390255855804E+05,0.556063281655647734E+05,0.559314830121488631E+05,0.560922445848199495E+05,0.562537586215049450E+05,0.146344266390087450E+05
0.748625288060834615E+00,0.190592198194052344E+03,0.173762290382010920E+01,0.161650224000000009E+03,0.556072775919999985E+05,0.384535877087530897E+00,0.665146797841121185E+00,0.551214871591306874E+05,0.552848902580432259E+05,0.554455644059489423E+05,0.556065460331991562E+05,0.559299462246872718E+05,0.560922669515245070E+05,0.562538236881349949E+05,0.146344802654288742E+05
