seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.416444542691056588E-01,0.189146306956933074E+03,0.457123809145719096E+00,0.394610700000000008E+03,0.558000710000000036E+05,0.509404864094673115E+00,0.144878366724283031E+00,0.550108450976160457E+05,0.554054638791445032E+05,0.558001004712207578E+05,0.561947138190286933E+05,0.998363177352413004E+04
0.406686301566090286E-01,0.267702884886106972E+03,0.116238918088199694E+00,0.394610700000000008E+03,0.558000710000000036E+05,0.404183831899681767E+00,0.321286213542534449E+00,0.550108497794030482E+05,0.554054571370638878E+05,0.558000920739185967E+05,0.561947205900584886E+05,0.998399574944114829E+04
0.409647514182598788E-01,0.252201099437183387E+03,0.205263451610650266E+00,0.394610700000000008E+03,0.558000710000000036E+05,0.521819112847525579E+00,0.196227713425715211E+00,0.550108450909164094E+05,0.554054692898300491E+05,0.558000956274527998E+05,0.561947175319669113E+05,0.998431161119251919E+04
0.410895865386678161E-01,0.245820617262556141E+03,0.274649486290486189E+00,0.394610700000000008E+03,0.558000710000000036E+05,0.500436995970894860E+00,0.138537562951034365E+00,0.550108461703520079E+05,0.554054625478892485E+05,0.558001000348581074E+05,0.561947204134884378E+05,0.998445972043342954E+04
0.422730297699356189E-01,0.147810630209050174E+03,0.570743119677194821E+00,0.394610700000000008E+03,0.558000710000000036E+05,0.514734979924867608E+00,0.265460366639899970E+00,0.550108448490059964E+05,0.554054588522185732E+05,0.558000974097399376E+05,0.561947188309144258E+05,0.998489305964648156E+04
0.407041525830764417E-01,0.266803122561745397E+03,0.942109511818519929E-01,0.394610700000000008E+03,0.558000710000000036E+05,0.362259527364447886E+00,0.367926832561666972E+00,0.550108514917617431E+05,0.554054673777553689E+05,0.558000953857554850E+05,0.561947236990180390E+05,0.998539903487045376E+04
0.407619451752063572E-01,0.271330093106567574E+03,0.354909656420692790E-01,0.394610700000000008E+03,0.558000710000000036E+05,0.441524564607767567E+00,0.315587829282420018E+00,0.550108541523778331E+05,0.554054588690340388E+05,0.558000960697600822E+05,0.561947218593717407E+05,0.998571750590851298E+04
0.420068067798441969E-01,0.211934936635079282E+03,0.416245047441454408E+00,0.394610700000000008E+03,0.558000710000000036E+05,0.182508499572373695E+00,0.764060728996734384E+00,0.550108433272607072E+05,0.554054641620481780E+05,0.558000959800444762E+05,0.561947203810190986E+05,0.998576544380037922E+04
0.419422984666792675E-01,0.164811570375517846E+03,0.530454613190077584E+00,0.394610700000000008E+03,0.558000710000000036E+05,0.538053744021139257E+00,0.234679294796830001E+00,0.550108499624027027E+05,0.554054609684165480E+05,0.558000983734850524E+05,0.561947234564007013E+05,0.998578157100197495E+04
0.410200001407969028E-01,0.265698345204912584E+03,0.149630261586732954E+00,0.394610700000000008E+03,0.558000710000000036E+05,0.371502134505785619E+00,0.271308407212731584E+00,0.550108493119833947E+05,0.554054695172778156E+05,0.558000946464468143E+05,0.561947194818139033E+05,0.998582911476037771E+04
0.422753667029061100E-01,0.153616814646697918E+03,0.565581810632944992E+00,0.394610700000000008E+03,0.558000710000000036E+05,0.487122153287317672E+00,0.710180435980198310E-01,0.550108435041621415E+05,0.554054643141384586E+05,0.558000989023129587E+05,0.561947210571556061E+05,0.998585715010352942E+04
0.412187417993484934E-01,0.251543222619541467E+03,0.228346087095160688E+00,0.394610700000000008E+03,0.558000710000000036E+05,0.401735141964591702E+00,0.289231216555810522E+00,0.550108525115129742E+05,0.554054666039806034E+05,0.558000986284500323E+05,0.561947171368805066E+05,0.998617649539545710E+04
0.407218230433023173E-01,0.251019559869260860E+03,0.196518244763082550E+00,0.394610700000000008E+03,0.558000710000000036E+05,0.619776642535945443E+00,0.167329968634364112E+00,0.550108515239978660E+05,0.554054593325071764E+05,0.558000939981160773E+05,0.561947242261048596E+05,0.998619482131604309E+04
0.409449938982063763E-01,0.246013932677169265E+03,0.259175167420811370E+00,0.394610700000000008E+03,0.558000710000000036E+05,0.315788507678638197E+00,0.541349752513841320E+00,0.550108515210001424E+05,0.554054612171623303E+05,0.558000956738637979E+05,0.561947191286439192E+05,0.998625494862789128E+04
0.419519000267305417E-01,0.171998641732195068E+03,0.512031488984493466E+00,0.394610700000000008E+03,0.558000710000000036E+05,0.412683820418250913E+00,0.219336731825470338E+00,0.550108513675378272E+05,0.554054659292914730E+05,0.558000946607546648E+05,0.561947223075490911E+05,0.998631332874262807E+04
0.403659543883656755E-01,0.265157541317128221E+03,0.114892957887680322E+00,0.394610700000000008E+03,0.558000710000000036E+05,0.569794164904039002E+00,0.209139044132596569E+00,0.550108511127264210E+05,0.554054606246612821E+05,0.558000995913900697E+05,0.561947189852528027E+05,0.998640046818884002E+04
