seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.255324244499206543E-01,0.141083172465919437E+01,0.532916903495788574E+00,0.208042898000000008E+03,0.557790577540000013E+05,0.886773943901062012E+00,0.303418517112731934E+00,0.551550001981435416E+05,0.553631965711896992E+05,0.555702309099627091E+05,0.557782384167511991E+05,0.561943100108716972E+05,0.564038225579481586E+05,0.142967098581892242E+04
0.185875296592712402E+00,0.283329455546149589E+02,0.116894638538360596E+01,0.208042898000000008E+03,0.557790577540000013E+05,0.944048583507537842E+00,0.594237446784973145E-01,0.551542648048577903E+05,0.553634049658363438E+05,0.555715812877607896E+05,0.557786721050341657E+05,0.561955125528190620E+05,0.564030102114897236E+05,0.142980023740634715E+04
0.191489815711975098E+00,0.409845672408700693E+03,0.116400563716888428E+01,0.208042898000000008E+03,0.557790577540000013E+05,0.874868869781494141E+00,0.446959733963012695E+00,0.551558532548127769E+05,0.553635265020912266E+05,0.555716557781887605E+05,0.557792088791926435E+05,0.561955245802019126E+05,0.564032869329672321E+05,0.143005460643502261E+04
0.997430086135864258E-02,0.114314587632475662E+01,0.644419193267822266E-01,0.208042898000000008E+03,0.557790577540000013E+05,0.636494755744934082E-01,0.524826288223266602E+00,0.551540891100345252E+05,0.553633764888828373E+05,0.555707683911514832E+05,0.557786713745196394E+05,0.561947616269205100E+05,0.564039913146715626E+05,0.143027245646513893E+04
0.939692020416259766E+00,0.121137480535817129E+06,0.191489362716674805E+01,0.208042898000000008E+03,0.557790577540000013E+05,0.965540170669555664E+00,0.142014026641845703E-01,0.551540822705207465E+05,0.553635346853321171E+05,0.555702388496590211E+05,0.557783007641633085E+05,0.561944590727899558E+05,0.564023535957556232E+05,0.143032266809074417E+04
0.176708281040191650E+00,0.124669023369219140E+05,0.116623663902282715E+01,0.208042898000000008E+03,0.557790577540000013E+05,0.322983741760253906E+00,0.889841020107269287E+00,0.551540155776916145E+05,0.553626999954765415E+05,0.555702241903734757E+05,0.557788554728825620E+05,0.561953543834302909E+05,0.564032609639387592E+05,0.143055104717681866E+04
0.875286400318145752E+00,0.183239695649864052E+04,0.581489562988281250E+00,0.208042898000000008E+03,0.557790577540000013E+05,0.744578957557678223E+00,0.158205568790435791E+00,0.551550099948821662E+05,0.553624496690815067E+05,0.555713419066858842E+05,0.557795992168982557E+05,0.561944125351522453E+05,0.564034413290243610E+05,0.143106587240509612E+04
0.437849760055541992E-02,0.467115518260807039E+04,0.626080036163330078E-01,0.208042898000000008E+03,0.557790577540000013E+05,0.420864462852478027E+00,0.216111361980438232E+00,0.551556489689527152E+05,0.553631535965984440E+05,0.555715695773554398E+05,0.557788904048998884E+05,0.561953792395208366E+05,0.564028583413582310E+05,0.143128868687805584E+04
0.712342262268066406E-01,0.901668983381973958E+05,0.104095363616943359E+01,0.208042898000000008E+03,0.557790577540000013E+05,0.702972710132598877E+00,0.951595544815063477E+00,0.551552813515840171E+05,0.553625705132072544E+05,0.555712171988678529E+05,0.557784663728077940E+05,0.561942990545843131E+05,0.564022178395014271E+05,0.143129016277092137E+04
0.142166376113891602E+00,0.322615412975163906E+03,0.485260725021362305E+00,0.208042898000000008E+03,0.557790577540000013E+05,0.421007275581359863E-01,0.531328260898590088E+00,0.551548607409177421E+05,0.553635544849222279E+05,0.555709183156681611E+05,0.557795843476851514E+05,0.561958570532415397E+05,0.564036148977499470E+05,0.143140802979712657E+04
