seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.422947427308953350E+00,0.219882865910064908E+03,0.138149502252974887E+01,0.996367999999999938E+02,0.555298839999999982E+05,0.478640604999459318E+00,0.743268305389760631E+00,0.551313471984478238E+05,0.553305972448127868E+05,0.554302682756575159E+05,0.556295164611474684E+05,0.557292144504769312E+05,0.558288199287648604E+05,0.720936692589366521E+04
0.265677443654547610E-01,0.691314682302730671E+04,0.219883342353275113E+00,0.996367999999999938E+02,0.555298839999999982E+05,0.645116755337003078E+00,0.934769951609965566E+00,0.551313352417880378E+05,0.553306163158217023E+05,0.554302269279180910E+05,0.556295423137215839E+05,0.557292217789453571E+05,0.558288285050751219E+05,0.721082139890755298E+04
0.894959211143086186E+00,0.116410825808194815E+03,0.187087817794992350E+01,0.996367999999999938E+02,0.555298839999999982E+05,0.902996241410956163E-01,0.938185664224600591E+00,0.551313156203921608E+05,0.553306235829967554E+05,0.554302635678524312E+05,0.556294960505154158E+05,0.557292000197528760E+05,0.558288499554587033E+05,0.721118205774120270E+04
0.550832951215942335E+00,0.161987467794978016E+03,0.150032486582193170E+01,0.996367999999999938E+02,0.555298839999999982E+05,0.839133710050767090E+00,0.916539242179095437E+00,0.551313136575714088E+05,0.553306125773008680E+05,0.554302244494706538E+05,0.556295501021751261E+05,0.557291986338679853E+05,0.558288142655987031E+05,0.721171933897930739E+04
0.621446051563464066E-01,0.393868485784572101E+03,0.942503344020471978E+00,0.996367999999999938E+02,0.555298839999999982E+05,0.908462007869510701E+00,0.882033684939519391E+00,0.551313147265075531E+05,0.553306402989141934E+05,0.554302306865337887E+05,0.556295431680414040E+05,0.557291740549642054E+05,0.558288395642749238E+05,0.721187138444377069E+04
0.311732126638194391E-01,0.281026117017420165E+04,0.731957398953314575E+00,0.996367999999999938E+02,0.555298839999999982E+05,0.915539553951049356E+00,0.789406290538262195E-01,0.551313398120703278E+05,0.553305936281891700E+05,0.554302260667979790E+05,0.556294890184423930E+05,0.557292054260454242E+05,0.558288242350262808E+05,0.721229499460091483E+04
0.170990172553234454E+00,0.409151588590134907E+03,0.110076455631932557E+01,0.996367999999999938E+02,0.555298839999999982E+05,0.803271028930046760E+00,0.797290293383907334E+00,0.551313095927518225E+05,0.553305879213160297E+05,0.554302520988373799E+05,0.556295205460165744E+05,0.557291881221593212E+05,0.558287931312931687E+05,0.721238092340240200E+04
0.499777578386062377E-01,0.119541187382050609E+03,0.989115280575364020E+00,0.996367999999999938E+02,0.555298839999999982E+05,0.312842459520695393E+00,0.418879322910508389E-01,0.551313408370845864E+05,0.553306508555170876E+05,0.554302572842052614E+05,0.556295235645118810E+05,0.557291788774818051E+05,0.558288286589645504E+05,0.721239291826809404E+04
0.679006515913628372E+00,0.205016913215682877E+03,0.164252993187116725E+01,0.996367999999999938E+02,0.555298839999999982E+05,0.600383525081482738E+00,0.972648038055871411E+00,0.551313274008872177E+05,0.553306145497239049E+05,0.554302135064213871E+05,0.556295376053733344E+05,0.557292088162032160E+05,0.558288326003702387E+05,0.721243432129361736E+04
0.307723847436760026E-01,0.123753781551504653E+05,0.479966701290518938E+00,0.996367999999999938E+02,0.555298839999999982E+05,0.346727446894088853E+00,0.257782041965683544E-01,0.551313149902890655E+05,0.553305862726227715E+05,0.554302536950814101E+05,0.556295172482518246E+05,0.557291740195909370E+05,0.558288163128495798E+05,0.721252978963980513E+04
